"subj_code","trial_index","task","stimulus","rules_scen","rules_rule","rules_question","rules_textviolation","rules_purposeviolation","rules_violationtype","rules_yeskey","response_input","rules_response_verbal","rules_response_num","rt","stroopflanker_correct_resp","stroop_color","stroop_text","stroopflanker_correct","congruent","flanker_direction"
"ZyEayYnQuirQ",254,"rules","To avoid accidents, the local authority issued a rule: ""No cars are allowed inside the park""""<br><br><br><b>A landscaper pushes a grey wheelbarrow through the park.</b><br>","cars","To avoid accidents, the local authority issued a rule: ""No cars are allowed inside the park"".","A landscaper pushes a grey wheelbarrow through the park.",0,0,"off","e","i","no",0,1081,"","","","","congruent",""
"ZyEayYnQuirQ",256,"rules","To avoid accidents, the local authority issued a rule: ""No cars are allowed inside the park""""<br><br><br><b>A group of friends cycle through the park on a beer bike.</b><br>","cars","To avoid accidents, the local authority issued a rule: ""No cars are allowed inside the park"".","A group of friends cycle through the park on a beer bike.",0,1,"under","e","e","yes",1,1422,"","","","","incongruent",""
"ZyEayYnQuirQ",259,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1097,"g","green","green","true","congruent",""
"ZyEayYnQuirQ",261,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,497,"y","yellow","green","true","incongruent",""
"ZyEayYnQuirQ",263,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,521,"g","green","green","true","congruent",""
"ZyEayYnQuirQ",265,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,489,"b","blue","green","true","incongruent",""
"ZyEayYnQuirQ",267,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,650,"g","green","green","true","congruent",""
"ZyEayYnQuirQ",269,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,591,"r","red","red","true","congruent",""
"ZyEayYnQuirQ",271,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,478,"b","blue","blue","true","congruent",""
"ZyEayYnQuirQ",273,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,370,"y","yellow","blue","true","incongruent",""
"ZyEayYnQuirQ",275,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,494,"y","yellow","yellow","true","congruent",""
"ZyEayYnQuirQ",277,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,553,"y","yellow","yellow","true","congruent",""
"ZyEayYnQuirQ",279,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,455,"y","yellow","yellow","true","congruent",""
"ZyEayYnQuirQ",281,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,481,"g","green","yellow","true","incongruent",""
"ZyEayYnQuirQ",283,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,518,"r","red","yellow","true","incongruent",""
"ZyEayYnQuirQ",285,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,601,"g","green","blue","true","incongruent",""
"ZyEayYnQuirQ",287,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,676,"r","red","red","true","congruent",""
"ZyEayYnQuirQ",289,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,527,"g","green","red","true","incongruent",""
"ZyEayYnQuirQ",291,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,486,"r","red","blue","true","incongruent",""
"ZyEayYnQuirQ",293,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,448,"b","blue","yellow","true","incongruent",""
"ZyEayYnQuirQ",295,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,605,"r","red","red","true","congruent",""
"ZyEayYnQuirQ",297,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,581,"b","blue","blue","true","congruent",""
"ZyEayYnQuirQ",299,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,512,"b","blue","red","true","incongruent",""
"ZyEayYnQuirQ",301,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,535,"y","yellow","red","true","incongruent",""
"ZyEayYnQuirQ",303,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,660,"b","blue","blue","true","congruent",""
"ZyEayYnQuirQ",305,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,465,"r","red","green","true","incongruent",""
"ZyEayYnQuirQ",308,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,706,"e","","","true","incongruent","left"
"ZyEayYnQuirQ",310,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,587,"e","","","true","congruent","left"
"ZyEayYnQuirQ",312,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,531,"i","","","true","congruent","right"
"ZyEayYnQuirQ",314,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,576,"i","","","true","incongruent","right"
"ZyEayYnQuirQ",316,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,549,"e","","","true","incongruent","left"
"ZyEayYnQuirQ",318,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,558,"e","","","true","congruent","left"
"ZyEayYnQuirQ",320,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,463,"i","","","true","congruent","right"
"ZyEayYnQuirQ",322,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,622,"i","","","true","incongruent","right"
"ZyEayYnQuirQ",324,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,558,"i","","","true","incongruent","right"
"ZyEayYnQuirQ",326,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,379,"i","","","true","congruent","right"
"ZyEayYnQuirQ",328,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,536,"e","","","true","incongruent","left"
"ZyEayYnQuirQ",330,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,383,"e","","","true","congruent","left"
"ZyEayYnQuirQ",332,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,399,"e","","","true","congruent","left"
"ZyEayYnQuirQ",334,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,380,"i","","","true","congruent","right"
"ZyEayYnQuirQ",336,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,549,"i","","","true","incongruent","right"
"ZyEayYnQuirQ",338,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,700,"e","","","true","incongruent","left"
"ZyEayYnQuirQ",340,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,442,"e","","","true","congruent","left"
"ZyEayYnQuirQ",342,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,386,"i","","","false","incongruent","right"
"ZyEayYnQuirQ",344,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,560,"e","","","true","incongruent","left"
"ZyEayYnQuirQ",346,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,378,"i","","","true","congruent","right"
"ZyEayYnQuirQ",348,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,530,"e","","","true","incongruent","left"
"ZyEayYnQuirQ",350,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,371,"i","","","true","congruent","right"
"ZyEayYnQuirQ",352,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,420,"i","","","false","incongruent","right"
"ZyEayYnQuirQ",354,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,490,"e","","","true","congruent","left"
"ZyEayYnQuirQ",358,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A sober man rides his motorcycle home after playing board games.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A sober man rides his motorcycle home after playing board games.",0,0,"off","e","i","no",0,1358,"","","","","congruent",""
"ZyEayYnQuirQ",360,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>One stormy night two sober motorbikers race each other on a dark backroad.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","One stormy night two sober motorbikers race each other on a dark backroad.",0,1,"under","e","e","yes",1,1058,"","","","","incongruent",""
"ZyEayYnQuirQ",362,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A woman drives home after drinking soda at the movie theater.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A woman drives home after drinking soda at the movie theater.",0,0,"off","e","i","no",0,1021,"","","","","congruent",""
"ZyEayYnQuirQ",364,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A young man drives home after drinking heavily at a music festival.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A young man drives home after drinking heavily at a music festival.",1,1,"core","e","e","yes",1,830,"","","","","congruent",""
"ZyEayYnQuirQ",366,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A drunk man drives his wife to the hospital as she goes into labor.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A drunk man drives his wife to the hospital as she goes into labor.",1,0,"over","e","e","yes",1,2079,"","","","","incongruent",""
"ZyEayYnQuirQ",368,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A woman drives home after taking ecstasy at a music festival.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A woman drives home after taking ecstasy at a music festival.",0,1,"under","e","i","no",0,2348,"","","","","incongruent",""
"ZyEayYnQuirQ",370,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A neighbor sips on wine and re-parks his car in the cul-de-sac.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A neighbor sips on wine and re-parks his car in the cul-de-sac.",1,0,"over","e","e","yes",1,1631,"","","","","incongruent",""
"ZyEayYnQuirQ",372,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>One night two drunk motorbikers race each other on a dark backroad.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","One night two drunk motorbikers race each other on a dark backroad.",1,1,"core","e","e","yes",1,819,"","","","","congruent",""
"ZyEayYnQuirQ",374,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A woman drives home after drinking whiskey at the movie theater.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A woman drives home after drinking whiskey at the movie theater.",1,1,"core","e","e","yes",1,973,"","","","","congruent",""
"ZyEayYnQuirQ",376,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A sober man re-parks his car in the cul-de-sac to let a guest out.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A sober man re-parks his car in the cul-de-sac to let a guest out.",0,0,"off","e","i","no",0,1674,"","","","","congruent",""
"ZyEayYnQuirQ",378,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A person drives to work after using alcohol-based mouthwash.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A person drives to work after using alcohol-based mouthwash.",1,0,"over","e","i","no",0,1151,"","","","","incongruent",""
"ZyEayYnQuirQ",380,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A young man rides his motorcycle home after smoking marihuana.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A young man rides his motorcycle home after smoking marihuana.",0,1,"under","e","i","no",0,1627,"","","","","incongruent",""
"ZyEayYnQuirQ",384,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A couple bring their pet foxhound into the restaurant for dinner.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A couple bring their pet foxhound into the restaurant for dinner.",1,1,"core","e","e","yes",1,2074,"","","","","congruent",""
